,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Service Type,Service Name,Cost Centre Code,Cost Centre Code Desc,Cost type,Subjective Code Desc,Year/Month,Actual / Forecast,Unit type,Units,Total cost,Per unit cost,Assignment number,Specialty (standardised),Site / Location,Directorate / Division,Staff group,Pay type,WTE equivalent,Cost per hour
,"Critical Care, theatres and Anaesthetics",259549,POST ANAESTHETIC CARE UNIT,Pay,Nursing,2024-03,,WTE,-5.52,"-£36,693.09",,,Theatres & Anaesthesia,,Planned Pathways,Nursing & Midwifery Staff,Bank,-5.52,
,"Critical Care, theatres and Anaesthetics",259549,POST ANAESTHETIC CARE UNIT,Pay,Nursing,2024-03,,WTE,-24.50,"-£96,745.43",,,Theatres & Anaesthesia,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-24.50,
,"Critical Care, theatres and Anaesthetics",259549,POST ANAESTHETIC CARE UNIT,Pay,"Scientific, Therapeutic & Tech",2023-12,,WTE,0.00,£0.63,,,Theatres & Anaesthesia,,Planned Pathways,"Scientific, Therapeutic & Technical Staff",Bank,0.00,
,Digestive Services,259550,COLORECTAL RECOVERY,Pay,Medical,2023-11,,WTE,-1.03,"-£31,979.43",,,Gastroenterology,,Planned Pathways,Medical Staff,Substantive,-1.03,
,Digestive Services,259550,COLORECTAL RECOVERY,Pay,Medical,2023-12,,WTE,-1.13,"-£13,022.61",,,Gastroenterology,,Planned Pathways,Medical Staff,Substantive,-1.13,
,Digestive Services,259550,COLORECTAL RECOVERY,Pay,Medical,2024-01,,WTE,-0.44,"-£1,158.77",,,Gastroenterology,,Planned Pathways,Medical Staff,Substantive,-0.44,
,Digestive Services,259550,COLORECTAL RECOVERY,Pay,Medical,2024-02,,WTE,-0.67,"-£11,717.54",,,Gastroenterology,,Planned Pathways,Medical Staff,Substantive,-0.67,
,Digestive Services,259550,COLORECTAL RECOVERY,Pay,Medical,2024-03,,WTE,-0.36,"-£6,854.68",,,Gastroenterology,,Planned Pathways,Medical Staff,Substantive,-0.36,
,Digestive Services,259551,DAY STAY UNIT,Pay,Admin & Clerical,2023-11,,WTE,-0.02,-£67.20,,,Gastroenterology,,Planned Pathways,Admin & Clerical Staff,Bank,-0.02,
,Digestive Services,259551,DAY STAY UNIT,Pay,Admin & Clerical,2023-11,,WTE,-2.00,"-£4,827.20",,,Gastroenterology,,Planned Pathways,Admin & Clerical Staff,Substantive,-2.00,
,Digestive Services,259551,DAY STAY UNIT,Pay,Admin & Clerical,2023-12,,WTE,0.00,-£0.05,,,Gastroenterology,,Planned Pathways,Admin & Clerical Staff,Bank,0.00,
,Digestive Services,259551,DAY STAY UNIT,Pay,Admin & Clerical,2023-12,,WTE,-2.00,"-£4,827.20",,,Gastroenterology,,Planned Pathways,Admin & Clerical Staff,Substantive,-2.00,
,Digestive Services,259551,DAY STAY UNIT,Pay,Admin & Clerical,2024-01,,WTE,-2.00,"-£4,827.20",,,Gastroenterology,,Planned Pathways,Admin & Clerical Staff,Substantive,-2.00,
,Digestive Services,259551,DAY STAY UNIT,Pay,Admin & Clerical,2024-02,,WTE,-2.00,"-£4,827.20",,,Gastroenterology,,Planned Pathways,Admin & Clerical Staff,Substantive,-2.00,
,Digestive Services,259551,DAY STAY UNIT,Pay,Admin & Clerical,2024-03,,WTE,-2.00,"-£4,827.20",,,Gastroenterology,,Planned Pathways,Admin & Clerical Staff,Substantive,-2.00,
,Digestive Services,259551,DAY STAY UNIT,Pay,Nursing,2023-11,,WTE,-1.35,"-£8,302.29",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Bank,-1.35,
,Digestive Services,259551,DAY STAY UNIT,Pay,Nursing,2023-11,,WTE,-19.40,"-£65,124.39",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-19.40,
,Digestive Services,259551,DAY STAY UNIT,Pay,Nursing,2023-12,,WTE,-0.99,"-£5,265.61",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Bank,-0.99,
,Digestive Services,259551,DAY STAY UNIT,Pay,Nursing,2023-12,,WTE,-18.61,"-£66,721.86",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-18.61,
,Digestive Services,259551,DAY STAY UNIT,Pay,Nursing,2024-01,,WTE,-1.10,"-£6,869.25",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Bank,-1.10,
,Digestive Services,259551,DAY STAY UNIT,Pay,Nursing,2024-01,,WTE,-18.05,"-£65,001.58",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-18.05,
,Digestive Services,259551,DAY STAY UNIT,Pay,Nursing,2024-02,,WTE,-1.16,"-£6,614.10",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Bank,-1.16,
,Digestive Services,259551,DAY STAY UNIT,Pay,Nursing,2024-02,,WTE,-18.06,"-£64,411.81",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-18.06,
,Digestive Services,259551,DAY STAY UNIT,Pay,Nursing,2024-03,,WTE,-1.28,"-£7,510.83",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Bank,-1.28,
,Digestive Services,259551,DAY STAY UNIT,Pay,Nursing,2024-03,,WTE,-18.78,"-£110,594.19",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-18.78,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Admin & Clerical,2023-11,,WTE,-0.86,"-£4,931.38",,,Gastroenterology,,Planned Pathways,Admin & Clerical Staff,Bank,-0.86,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Admin & Clerical,2023-11,,WTE,-2.00,"-£4,827.20",,,Gastroenterology,,Planned Pathways,Admin & Clerical Staff,Substantive,-2.00,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Admin & Clerical,2023-12,,WTE,-0.53,"-£1,861.94",,,Gastroenterology,,Planned Pathways,Admin & Clerical Staff,Bank,-0.53,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Admin & Clerical,2023-12,,WTE,-2.00,"-£4,827.20",,,Gastroenterology,,Planned Pathways,Admin & Clerical Staff,Substantive,-2.00,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Admin & Clerical,2024-01,,WTE,-0.32,"-£1,827.95",,,Gastroenterology,,Planned Pathways,Admin & Clerical Staff,Bank,-0.32,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Admin & Clerical,2024-01,,WTE,-2.00,"-£4,827.20",,,Gastroenterology,,Planned Pathways,Admin & Clerical Staff,Substantive,-2.00,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Admin & Clerical,2024-02,,WTE,-0.29,"-£1,328.28",,,Gastroenterology,,Planned Pathways,Admin & Clerical Staff,Bank,-0.29,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Admin & Clerical,2024-02,,WTE,-2.00,"-£4,827.20",,,Gastroenterology,,Planned Pathways,Admin & Clerical Staff,Substantive,-2.00,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Admin & Clerical,2024-03,,WTE,-0.31,"-£1,454.32",,,Gastroenterology,,Planned Pathways,Admin & Clerical Staff,Bank,-0.31,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Admin & Clerical,2024-03,,WTE,-2.00,"-£4,827.20",,,Gastroenterology,,Planned Pathways,Admin & Clerical Staff,Substantive,-2.00,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Ancillary,2023-11,,WTE,-0.18,"-£1,608.15",,,Gastroenterology,,Planned Pathways,"HCA, Other Support & Ancillary Staff",Bank,-0.18,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Ancillary,2023-11,,WTE,-1.04,-£819.81,,,Gastroenterology,,Planned Pathways,"HCA, Other Support & Ancillary Staff",Substantive,-1.04,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Ancillary,2023-12,,WTE,-0.24,-£697.37,,,Gastroenterology,,Planned Pathways,"HCA, Other Support & Ancillary Staff",Bank,-0.24,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Ancillary,2023-12,,WTE,-1.69,"-£6,982.29",,,Gastroenterology,,Planned Pathways,"HCA, Other Support & Ancillary Staff",Substantive,-1.69,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Ancillary,2024-01,,WTE,-0.18,-£989.60,,,Gastroenterology,,Planned Pathways,"HCA, Other Support & Ancillary Staff",Bank,-0.18,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Ancillary,2024-01,,WTE,-1.69,"-£3,901.05",,,Gastroenterology,,Planned Pathways,"HCA, Other Support & Ancillary Staff",Substantive,-1.69,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Ancillary,2024-02,,WTE,-0.48,"-£1,426.47",,,Gastroenterology,,Planned Pathways,"HCA, Other Support & Ancillary Staff",Bank,-0.48,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Ancillary,2024-02,,WTE,-1.66,"-£3,849.59",,,Gastroenterology,,Planned Pathways,"HCA, Other Support & Ancillary Staff",Substantive,-1.66,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Ancillary,2024-03,,WTE,-0.52,"-£1,609.18",,,Gastroenterology,,Planned Pathways,"HCA, Other Support & Ancillary Staff",Bank,-0.52,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Ancillary,2024-03,,WTE,-0.94,"-£2,191.76",,,Gastroenterology,,Planned Pathways,"HCA, Other Support & Ancillary Staff",Substantive,-0.94,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Nursing,2023-11,,WTE,-4.57,"-£37,394.16",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Bank,-4.57,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Nursing,2023-11,,WTE,-24.35,"-£86,971.67",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-24.35,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Nursing,2023-12,,WTE,-5.15,"-£32,471.17",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Bank,-5.15,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Nursing,2023-12,,WTE,-21.81,"-£79,551.36",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-21.81,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Nursing,2024-01,,WTE,-4.91,"-£31,994.05",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Bank,-4.91,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Nursing,2024-01,,WTE,-22.61,"-£89,098.29",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-22.61,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Nursing,2024-02,,WTE,-5.16,"-£33,482.41",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Bank,-5.16,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Nursing,2024-02,,WTE,-23.59,"-£82,982.64",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-23.59,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Nursing,2024-03,,WTE,-6.27,"-£38,264.93",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Bank,-6.27,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,Nursing,2024-03,,WTE,-22.37,"-£77,341.36",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-22.37,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,"Scientific, Therapeutic & Tech",2023-11,,WTE,-0.23,"-£2,710.30",,,Gastroenterology,,Planned Pathways,"Scientific, Therapeutic & Technical Staff",Bank,-0.23,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,"Scientific, Therapeutic & Tech",2023-12,,WTE,-0.12,-£626.31,,,Gastroenterology,,Planned Pathways,"Scientific, Therapeutic & Technical Staff",Bank,-0.12,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,"Scientific, Therapeutic & Tech",2024-01,,WTE,-0.18,-£979.36,,,Gastroenterology,,Planned Pathways,"Scientific, Therapeutic & Technical Staff",Bank,-0.18,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,"Scientific, Therapeutic & Tech",2024-02,,WTE,-0.10,-£448.87,,,Gastroenterology,,Planned Pathways,"Scientific, Therapeutic & Technical Staff",Bank,-0.10,
,Digestive Services,259552,ENDOSCOPY SERVICE,Pay,"Scientific, Therapeutic & Tech",2024-03,,WTE,-0.04,-£227.38,,,Gastroenterology,,Planned Pathways,"Scientific, Therapeutic & Technical Staff",Bank,-0.04,
,Digestive Services,259553,ENDOSCOPY RECOVERY,Pay,Medical,2023-11,,WTE,0.00,"£9,887.98",,,Gastroenterology,,Planned Pathways,Medical Staff,Substantive,0.00,
,Digestive Services,259553,ENDOSCOPY RECOVERY,Pay,Medical,2023-12,,WTE,0.00,"-£3,875.89",,,Gastroenterology,,Planned Pathways,Medical Staff,Substantive,0.00,
,Digestive Services,259553,ENDOSCOPY RECOVERY,Pay,Medical,2024-01,,WTE,0.00,"£1,707.00",,,Gastroenterology,,Planned Pathways,Medical Staff,Substantive,0.00,
,Digestive Services,259554,GASTRO RECOVERY,Pay,Medical,2023-11,,WTE,-0.14,"-£3,038.00",,,Gastroenterology,,Planned Pathways,Medical Staff,Substantive,-0.14,
,Digestive Services,259554,GASTRO RECOVERY,Pay,Medical,2023-12,,WTE,-0.14,"-£3,038.00",,,Gastroenterology,,Planned Pathways,Medical Staff,Substantive,-0.14,
,Digestive Services,259554,GASTRO RECOVERY,Pay,Medical,2024-01,,WTE,0.00,-£432.00,,,Gastroenterology,,Planned Pathways,Medical Staff,Substantive,0.00,
,Digestive Services,259554,GASTRO RECOVERY,Pay,Medical,2024-02,,WTE,0.00,£8.32,,,Gastroenterology,,Planned Pathways,Medical Staff,Substantive,0.00,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Admin & Clerical,2023-11,,WTE,-5.49,"-£16,285.56",,,Theatres & Anaesthesia,,Planned Pathways,Admin & Clerical Staff,Substantive,-5.49,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Admin & Clerical,2023-12,,WTE,-5.36,"-£15,524.85",,,Theatres & Anaesthesia,,Planned Pathways,Admin & Clerical Staff,Substantive,-5.36,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Admin & Clerical,2024-01,,WTE,-0.18,-£581.10,,,Theatres & Anaesthesia,,Planned Pathways,Admin & Clerical Staff,Bank,-0.18,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Admin & Clerical,2024-01,,WTE,-4.42,"-£13,156.49",,,Theatres & Anaesthesia,,Planned Pathways,Admin & Clerical Staff,Substantive,-4.42,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Admin & Clerical,2024-02,,WTE,-0.58,"-£2,085.73",,,Theatres & Anaesthesia,,Planned Pathways,Admin & Clerical Staff,Bank,-0.58,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Admin & Clerical,2024-02,,WTE,-4.41,"-£13,223.55",,,Theatres & Anaesthesia,,Planned Pathways,Admin & Clerical Staff,Substantive,-4.41,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Admin & Clerical,2024-03,,WTE,-1.30,"-£6,334.35",,,Theatres & Anaesthesia,,Planned Pathways,Admin & Clerical Staff,Bank,-1.30,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Admin & Clerical,2024-03,,WTE,-5.51,"-£16,386.91",,,Theatres & Anaesthesia,,Planned Pathways,Admin & Clerical Staff,Substantive,-5.51,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Ancillary,2023-11,,WTE,-1.72,"-£6,484.74",,,Theatres & Anaesthesia,,Planned Pathways,"HCA, Other Support & Ancillary Staff",Bank,-1.72,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Ancillary,2023-11,,WTE,-21.07,"-£55,529.07",,,Theatres & Anaesthesia,,Planned Pathways,"HCA, Other Support & Ancillary Staff",Substantive,-21.07,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Ancillary,2023-12,,WTE,-1.85,"-£5,332.03",,,Theatres & Anaesthesia,,Planned Pathways,"HCA, Other Support & Ancillary Staff",Bank,-1.85,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Ancillary,2023-12,,WTE,-19.66,"-£51,975.91",,,Theatres & Anaesthesia,,Planned Pathways,"HCA, Other Support & Ancillary Staff",Substantive,-19.66,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Ancillary,2024-01,,WTE,-2.10,"-£6,081.36",,,Theatres & Anaesthesia,,Planned Pathways,"HCA, Other Support & Ancillary Staff",Bank,-2.10,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Ancillary,2024-01,,WTE,-19.22,"-£52,664.08",,,Theatres & Anaesthesia,,Planned Pathways,"HCA, Other Support & Ancillary Staff",Substantive,-19.22,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Ancillary,2024-02,,WTE,-0.25,-£829.65,,,Theatres & Anaesthesia,,Planned Pathways,"HCA, Other Support & Ancillary Staff",Bank,-0.25,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Ancillary,2024-02,,WTE,-18.71,"-£50,240.59",,,Theatres & Anaesthesia,,Planned Pathways,"HCA, Other Support & Ancillary Staff",Substantive,-18.71,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Ancillary,2024-03,,WTE,-0.41,"-£1,848.62",,,Theatres & Anaesthesia,,Planned Pathways,"HCA, Other Support & Ancillary Staff",Bank,-0.41,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Ancillary,2024-03,,WTE,-18.45,"-£49,990.01",,,Theatres & Anaesthesia,,Planned Pathways,"HCA, Other Support & Ancillary Staff",Substantive,-18.45,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Nursing,2023-11,,WTE,0.00,-£55.44,,,Theatres & Anaesthesia,,Planned Pathways,Nursing & Midwifery Staff,Bank,0.00,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Nursing,2023-12,,WTE,0.00,-£6.02,,,Theatres & Anaesthesia,,Planned Pathways,Nursing & Midwifery Staff,Bank,0.00,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Nursing,2024-01,,WTE,-0.41,"-£1,563.98",,,Theatres & Anaesthesia,,Planned Pathways,Nursing & Midwifery Staff,Bank,-0.41,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Nursing,2024-02,,WTE,-0.11,-£369.77,,,Theatres & Anaesthesia,,Planned Pathways,Nursing & Midwifery Staff,Bank,-0.11,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Nursing,2024-03,,WTE,-0.13,-£496.08,,,Theatres & Anaesthesia,,Planned Pathways,Nursing & Midwifery Staff,Bank,-0.13,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Snr Managers,2023-11,,WTE,-2.41,"-£12,372.08",,,Theatres & Anaesthesia,,Planned Pathways,Senior Managers,Substantive,-2.41,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Snr Managers,2023-12,,WTE,-2.04,"-£10,007.08",,,Theatres & Anaesthesia,,Planned Pathways,Senior Managers,Substantive,-2.04,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Snr Managers,2024-01,,WTE,-2.19,"-£11,111.29",,,Theatres & Anaesthesia,,Planned Pathways,Senior Managers,Substantive,-2.19,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Snr Managers,2024-02,,WTE,-2.14,"-£10,595.87",,,Theatres & Anaesthesia,,Planned Pathways,Senior Managers,Substantive,-2.14,
,"Critical Care, theatres and Anaesthetics",259555,CSSD/TSSU,Pay,Snr Managers,2024-03,,WTE,-2.23,"-£11,416.31",,,Theatres & Anaesthesia,,Planned Pathways,Senior Managers,Substantive,-2.23,
,Planned Pathways Management,259558,Covid 19 - Surgery,Pay,Nursing,2024-03,,WTE,0.00,-£419.00,,,Planned Pathways Management,,Planned Pathways,Nursing & Midwifery Staff,Bank,0.00,
,Community Services,259559,OPHTHALMOLOGY SUPPORT,Pay,Medical,2023-12,,WTE,-2.07,"-£59,004.44",,,Ophthalmology,,"Family, Diagnostics and Community",Medical Staff,Agency,-2.07,
,Community Services,259559,OPHTHALMOLOGY SUPPORT,Pay,Medical,2024-01,,WTE,-4.43,"-£61,060.53",,,Ophthalmology,,"Family, Diagnostics and Community",Medical Staff,Agency,-4.43,
,Community Services,259559,OPHTHALMOLOGY SUPPORT,Pay,Medical,2024-01,,WTE,-1.32,"-£14,805.28",,,Ophthalmology,,"Family, Diagnostics and Community",Medical Staff,Substantive,-1.32,
,Community Services,259559,OPHTHALMOLOGY SUPPORT,Pay,Medical,2024-02,,WTE,-4.04,"-£52,138.70",,,Ophthalmology,,"Family, Diagnostics and Community",Medical Staff,Agency,-4.04,
,Community Services,259559,OPHTHALMOLOGY SUPPORT,Pay,Medical,2024-02,,WTE,-1.00,"-£11,168.73",,,Ophthalmology,,"Family, Diagnostics and Community",Medical Staff,Substantive,-1.00,
,Community Services,259559,OPHTHALMOLOGY SUPPORT,Pay,Medical,2024-03,,WTE,-2.52,"-£44,220.12",,,Ophthalmology,,"Family, Diagnostics and Community",Medical Staff,Agency,-2.52,
,Community Services,259559,OPHTHALMOLOGY SUPPORT,Pay,Medical,2024-03,,WTE,-1.00,"-£11,861.33",,,Ophthalmology,,"Family, Diagnostics and Community",Medical Staff,Substantive,-1.00,
,Digestive Services,259560,GASTRO BOOKERS,Pay,Admin & Clerical,2023-12,,WTE,-5.80,"-£99,970.01",,,Gastroenterology,,Planned Pathways,Admin & Clerical Staff,Substantive,-5.80,
,Digestive Services,259560,GASTRO BOOKERS,Pay,Admin & Clerical,2024-01,,WTE,-5.80,"-£15,989.78",,,Gastroenterology,,Planned Pathways,Admin & Clerical Staff,Substantive,-5.80,
,Digestive Services,259560,GASTRO BOOKERS,Pay,Admin & Clerical,2024-02,,WTE,-5.72,"-£15,771.43",,,Gastroenterology,,Planned Pathways,Admin & Clerical Staff,Substantive,-5.72,
,Digestive Services,259560,GASTRO BOOKERS,Pay,Admin & Clerical,2024-03,,WTE,-5.80,"-£15,989.78",,,Gastroenterology,,Planned Pathways,Admin & Clerical Staff,Substantive,-5.80,
,Reserves,259804,UNIT RESERVES,Pay,Admin & Clerical,2024-03,,WTE,0.00,"-£2,025.56",,,Reserves,,Non-HCG Budgets,Admin & Clerical Staff,Substantive,0.00,
,Reserves,259804,UNIT RESERVES,Pay,Ancillary,2024-03,,WTE,0.00,"-£9,355.29",,,Reserves,,Non-HCG Budgets,"HCA, Other Support & Ancillary Staff",Substantive,0.00,
,Reserves,259804,UNIT RESERVES,Pay,Maintenance & Works Staff,2024-03,,WTE,0.00,-£253.93,,,Reserves,,Non-HCG Budgets,Maintenance & Works Staff,Substantive,0.00,
,Reserves,259804,UNIT RESERVES,Pay,Medical,2023-11,,WTE,0.00,"-£4,792.00",,,Reserves,,Non-HCG Budgets,Medical Staff,Substantive,0.00,
,Reserves,259804,UNIT RESERVES,Pay,Medical,2023-12,,WTE,0.00,"-£3,473.00",,,Reserves,,Non-HCG Budgets,Medical Staff,Substantive,0.00,
,Reserves,259804,UNIT RESERVES,Pay,Medical,2024-01,,WTE,0.00,"-£4,881.00",,,Reserves,,Non-HCG Budgets,Medical Staff,Substantive,0.00,
,Reserves,259804,UNIT RESERVES,Pay,Medical,2024-02,,WTE,0.00,"-£3,590.00",,,Reserves,,Non-HCG Budgets,Medical Staff,Substantive,0.00,
,Reserves,259804,UNIT RESERVES,Pay,Medical,2024-03,,WTE,0.00,"-£417,851.87",,,Reserves,,Non-HCG Budgets,Medical Staff,Substantive,0.00,
,Reserves,259804,UNIT RESERVES,Pay,Nursing,2024-01,,WTE,0.00,"£25,251.64",,,Reserves,,Non-HCG Budgets,Nursing & Midwifery Staff,Bank,0.00,
,Reserves,259804,UNIT RESERVES,Pay,Nursing,2024-01,,WTE,0.00,"£406,652.00",,,Reserves,,Non-HCG Budgets,Nursing & Midwifery Staff,Substantive,0.00,
,Reserves,259804,UNIT RESERVES,Pay,Nursing,2024-02,,WTE,0.00,"£355,860.00",,,Reserves,,Non-HCG Budgets,Nursing & Midwifery Staff,Substantive,0.00,
,Reserves,259804,UNIT RESERVES,Pay,Nursing,2024-03,,WTE,0.00,"£1,766,304.33",,,Reserves,,Non-HCG Budgets,Nursing & Midwifery Staff,Substantive,0.00,
,Reserves,259804,UNIT RESERVES,Pay,"Scientific, Therapeutic & Tech",2024-03,,WTE,0.00,"£466,866.48",,,Reserves,,Non-HCG Budgets,"Scientific, Therapeutic & Technical Staff",Substantive,0.00,
,Reserves,259804,UNIT RESERVES,Pay,Snr Managers,2024-02,,WTE,0.00,"£28,000.00",,,Reserves,,Non-HCG Budgets,Senior Managers,Substantive,0.00,
,Reserves,259804,UNIT RESERVES,Pay,Snr Managers,2024-03,,WTE,5.73,-£916.04,,,Reserves,,Non-HCG Budgets,Senior Managers,Substantive,5.73,
,Reserves,259808,COST PRESSURE RESERVE,Pay,Admin & Clerical,2024-03,,WTE,0.00,"-£914,775.00",,,Reserves,,Non-HCG Budgets,Admin & Clerical Staff,Substantive,0.00,
,Reserves,259808,COST PRESSURE RESERVE,Pay,Ancillary,2024-03,,WTE,0.00,"-£366,857.00",,,Reserves,,Non-HCG Budgets,"HCA, Other Support & Ancillary Staff",Substantive,0.00,
,Reserves,259808,COST PRESSURE RESERVE,Pay,Maintenance & Works Staff,2024-03,,WTE,0.00,"-£27,386.00",,,Reserves,,Non-HCG Budgets,Maintenance & Works Staff,Substantive,0.00,
,Reserves,259808,COST PRESSURE RESERVE,Pay,Medical,2024-03,,WTE,0.00,"-£59,814.00",,,Reserves,,Non-HCG Budgets,Medical Staff,Bank,0.00,
,Reserves,259808,COST PRESSURE RESERVE,Pay,Medical,2024-03,,WTE,0.00,"-£2,411,640.00",,,Reserves,,Non-HCG Budgets,Medical Staff,Substantive,0.00,
,Reserves,259808,COST PRESSURE RESERVE,Pay,Nursing,2024-03,,WTE,0.00,"-£3,292,316.00",,,Reserves,,Non-HCG Budgets,Nursing & Midwifery Staff,Substantive,0.00,
,Reserves,259808,COST PRESSURE RESERVE,Pay,"Scientific, Therapeutic & Tech",2024-03,,WTE,0.00,"-£1,521.00",,,Reserves,,Non-HCG Budgets,"Scientific, Therapeutic & Technical Staff",Agency,0.00,
,Reserves,259808,COST PRESSURE RESERVE,Pay,"Scientific, Therapeutic & Tech",2024-03,,WTE,0.00,-£285.00,,,Reserves,,Non-HCG Budgets,"Scientific, Therapeutic & Technical Staff",Bank,0.00,
,Reserves,259808,COST PRESSURE RESERVE,Pay,"Scientific, Therapeutic & Tech",2024-03,,WTE,0.00,"-£1,030,833.00",,,Reserves,,Non-HCG Budgets,"Scientific, Therapeutic & Technical Staff",Substantive,0.00,
,Reserves,259808,COST PRESSURE RESERVE,Pay,Snr Managers,2024-03,,WTE,0.00,"-£617,987.00",,,Reserves,,Non-HCG Budgets,Senior Managers,Substantive,0.00,
