Service Type,Service Name,Cost Centre Code,Cost Centre Code Desc,Cost type,Subjective Code Desc,Year/Month,Actual / Forecast,Unit type,Units,Total cost,Per unit cost,Assignment number,Specialty (standardised),Site / Location,Directorate / Division,Staff group,Pay type,WTE equivalent,Cost per hour
,Digestive Services,259502,GASTRO SPECIALIST CARE WARD MT,Pay,Nursing,2025-01,,WTE,-0.14,"(£1,045.85)",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Agency,-0.14,
,Digestive Services,259502,GASTRO SPECIALIST CARE WARD MT,Pay,Nursing,2025-01,,WTE,-8.48,"(£43,380.45)",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Bank,-8.48,
,Digestive Services,259502,GASTRO SPECIALIST CARE WARD MT,Pay,Nursing,2025-01,,WTE,-26.18,"(£106,202.65)",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-26.18,
,Digestive Services,259502,GASTRO SPECIALIST CARE WARD MT,Pay,Nursing,2025-02,,WTE,-0.36,"(£2,104.01)",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Agency,-0.36,
,Digestive Services,259502,GASTRO SPECIALIST CARE WARD MT,Pay,Nursing,2025-02,,WTE,-7.48,"(£32,527.00)",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Bank,-7.48,
,Digestive Services,259502,GASTRO SPECIALIST CARE WARD MT,Pay,Nursing,2025-02,,WTE,-26.36,"(£114,664.01)",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-26.36,
,Digestive Services,259502,GASTRO SPECIALIST CARE WARD MT,Pay,Nursing,2025-03,,WTE,-8.21,"(£34,016.05)",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Bank,-8.21,
,Digestive Services,259502,GASTRO SPECIALIST CARE WARD MT,Pay,Nursing,2025-03,,WTE,-26.26,"(£109,843.05)",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-26.26,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Admin & Clerical,2024-04,,WTE,-1.44,"(£3,584.85)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.44,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Admin & Clerical,2024-05,,WTE,-1.44,"(£3,604.77)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.44,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Admin & Clerical,2024-06,,WTE,-0.75,"(£1,904.34)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-0.75,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Admin & Clerical,2024-07,,WTE,-0.75,"(£1,811.18)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-0.75,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Admin & Clerical,2024-08,,WTE,-0.75,"(£1,811.17)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-0.75,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Admin & Clerical,2024-09,,WTE,-0.75,"(£1,904.34)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-0.75,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Admin & Clerical,2024-10,,WTE,-0.75,"(£2,323.30)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-0.75,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Admin & Clerical,2024-11,,WTE,-0.75,"(£1,879.18)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-0.75,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Admin & Clerical,2024-12,,WTE,-0.75,"(£1,879.18)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-0.75,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Admin & Clerical,2025-01,,WTE,-0.75,"(£1,879.18)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-0.75,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Admin & Clerical,2025-02,,WTE,-0.75,"(£1,879.18)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-0.75,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Admin & Clerical,2025-03,,WTE,-0.75,"(£1,879.18)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-0.75,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2024-04,,WTE,-0.35,"(£1,487.06)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Agency,-0.35,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2024-04,,WTE,-5.88,"(£25,043.16)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-5.88,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2024-04,,WTE,-26.88,"(£102,793.86)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-26.88,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2024-05,,WTE,-0.92,"(£4,503.31)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Agency,-0.92,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2024-05,,WTE,-6.42,"(£32,287.24)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-6.42,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2024-05,,WTE,-27.83,"(£103,416.30)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-27.83,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2024-06,,WTE,-0.28,(£927.72),,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Agency,-0.28,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2024-06,,WTE,-5.17,"(£21,715.34)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-5.17,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2024-06,,WTE,-27.71,"(£106,435.64)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-27.71,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2024-07,,WTE,0,£344.97 ,,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Agency,0,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2024-07,,WTE,-6.13,"(£26,478.63)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-6.13,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2024-07,,WTE,-26.88,"(£101,800.70)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-26.88,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2024-08,,WTE,-6.15,"(£28,753.35)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-6.15,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2024-08,,WTE,-26.73,"(£109,720.68)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-26.73,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2024-09,,WTE,-8.97,"(£38,806.41)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-8.97,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2024-09,,WTE,-26.38,"(£98,418.00)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-26.38,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2024-10,,WTE,0,£128.88 ,,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Agency,0,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2024-10,,WTE,-9.53,"(£38,996.63)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-9.53,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2024-10,,WTE,-26.05,"(£116,874.26)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-26.05,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2024-11,,WTE,-8.28,"(£34,976.70)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-8.28,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2024-11,,WTE,-25.95,"(£97,761.26)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-25.95,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2024-12,,WTE,-11.08,"(£50,097.87)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-11.08,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2024-12,,WTE,-25.77,"(£83,551.53)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-25.77,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2025-01,,WTE,-0.14,(£582.87),,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Agency,-0.14,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2025-01,,WTE,-13.85,"(£66,912.36)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-13.85,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2025-01,,WTE,-27.48,"(£111,035.31)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-27.48,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2025-02,,WTE,-11.09,"(£49,058.38)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-11.09,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2025-02,,WTE,-29.34,"(£106,753.19)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-29.34,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2025-03,,WTE,-11.11,"(£44,646.91)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-11.11,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2025-03,,WTE,-29.92,"(£107,345.42)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-29.92,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Admin & Clerical,2024-04,,WTE,0,(£0.02),,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Bank,0,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Admin & Clerical,2024-04,,WTE,-1.92,"(£5,067.01)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.92,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Admin & Clerical,2024-05,,WTE,-1.92,"(£5,022.05)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.92,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Admin & Clerical,2024-06,,WTE,-0.06,(£191.05),,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Bank,-0.06,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Admin & Clerical,2024-06,,WTE,-1.92,"(£5,266.06)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.92,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Admin & Clerical,2024-07,,WTE,-0.06,(£191.10),,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Bank,-0.06,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Admin & Clerical,2024-07,,WTE,-1.92,"(£4,921.71)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.92,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Admin & Clerical,2024-08,,WTE,-1.92,"(£4,973.69)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.92,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Admin & Clerical,2024-09,,WTE,-1.92,"(£5,124.73)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.92,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Admin & Clerical,2024-10,,WTE,0,£7.49 ,,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Bank,0,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Admin & Clerical,2024-10,,WTE,-1.92,"(£6,504.54)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.92,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Admin & Clerical,2024-11,,WTE,-1.92,"(£5,212.52)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.92,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Admin & Clerical,2024-12,,WTE,-1.92,"(£5,097.03)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.92,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Admin & Clerical,2025-01,,WTE,-1.92,"(£5,334.31)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.92,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Admin & Clerical,2025-02,,WTE,-1.92,"(£5,395.32)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.92,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Admin & Clerical,2025-03,,WTE,-1.92,"(£5,174.92)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.92,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Ancillary,2024-08,,WTE,0,(£212.77),,,General Surgery,,Planned Pathways,"HCA, Other Support & Ancillary Staff",Substantive,0,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Ancillary,2024-10,,WTE,0,£4.17 ,,,General Surgery,,Planned Pathways,"HCA, Other Support & Ancillary Staff",Substantive,0,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-04,,WTE,-0.42,"(£3,428.29)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Agency,-0.42,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-04,,WTE,-11.24,"(£52,612.32)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-11.24,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-04,,WTE,-29.45,"(£111,290.88)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-29.45,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-05,,WTE,-0.21,(£836.52),,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Agency,-0.21,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-05,,WTE,-14.19,"(£65,168.82)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-14.19,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-05,,WTE,-29.81,"(£112,927.50)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-29.81,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-06,,WTE,-0.35,"(£2,063.05)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Agency,-0.35,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-06,,WTE,-12.28,"(£56,997.71)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-12.28,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-06,,WTE,-30.24,"(£113,954.12)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-30.24,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-07,,WTE,-0.07,(£315.06),,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Agency,-0.07,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-07,,WTE,-11.7,"(£55,101.10)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-11.7,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-07,,WTE,-33.11,"(£123,914.55)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-33.11,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-08,,WTE,-11.73,"(£53,433.12)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-11.73,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-08,,WTE,-33.58,"(£117,451.17)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-33.58,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-09,,WTE,-0.14,(£558.92),,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Agency,-0.14,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-09,,WTE,-12.11,"(£57,351.36)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-12.11,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-09,,WTE,-34.57,"(£131,466.84)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-34.57,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-10,,WTE,0,£141.21 ,,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Agency,0,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-10,,WTE,-11.59,"(£42,601.45)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-11.59,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-10,,WTE,-36.81,"(£164,679.41)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-36.81,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-11,,WTE,-0.87,"(£3,986.31)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Agency,-0.87,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-11,,WTE,-8.18,"(£36,412.13)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-8.18,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-11,,WTE,-34.74,"(£137,502.47)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-34.74,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-12,,WTE,-0.73,"(£2,675.28)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Agency,-0.73,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-12,,WTE,-11.7,"(£53,902.83)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-11.7,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2024-12,,WTE,-36.14,"(£144,362.39)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-36.14,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2025-01,,WTE,-1.26,"(£7,932.92)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Agency,-1.26,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2025-01,,WTE,-13.5,"(£73,929.63)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-13.5,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2025-01,,WTE,-36.46,"(£149,986.23)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-36.46,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2025-02,,WTE,-0.07,"(£1,228.89)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Agency,-0.07,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2025-02,,WTE,-9.24,"(£37,737.25)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-9.24,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2025-02,,WTE,-35.96,"(£139,889.09)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-35.96,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2025-03,,WTE,-11.42,"(£48,732.37)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-11.42,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2025-03,,WTE,-35.96,"(£135,299.58)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-35.96,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Admin & Clerical,2024-04,,WTE,-1.64,"(£4,286.06)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.64,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Admin & Clerical,2024-05,,WTE,-1.64,"(£4,258.14)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.64,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Admin & Clerical,2024-06,,WTE,-0.13,(£444.41),,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Bank,-0.13,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Admin & Clerical,2024-06,,WTE,-1.64,"(£4,350.23)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.64,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Admin & Clerical,2024-07,,WTE,0,£45.87 ,,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Bank,0,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Admin & Clerical,2024-07,,WTE,-1.64,"(£4,069.14)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.64,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Admin & Clerical,2024-08,,WTE,-1.64,"(£4,068.42)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.64,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Admin & Clerical,2024-09,,WTE,-0.1,(£323.34),,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Bank,-0.1,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Admin & Clerical,2024-09,,WTE,-1.64,"(£4,063.87)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.64,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Admin & Clerical,2024-10,,WTE,-0.3,(£898.47),,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Bank,-0.3,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Admin & Clerical,2024-10,,WTE,-1.64,"(£5,127.83)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.64,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Admin & Clerical,2024-11,,WTE,-0.06,(£203.00),,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Bank,-0.06,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Admin & Clerical,2024-11,,WTE,-1.64,"(£4,216.56)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.64,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Admin & Clerical,2024-12,,WTE,-0.17,(£524.78),,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Bank,-0.17,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Admin & Clerical,2024-12,,WTE,-0.64,"(£1,695.15)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-0.64,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Admin & Clerical,2025-01,,WTE,-0.95,"(£3,215.44)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Bank,-0.95,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Admin & Clerical,2025-01,,WTE,-0.64,"(£1,573.35)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-0.64,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Admin & Clerical,2025-02,,WTE,-0.36,(£995.04),,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Bank,-0.36,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Admin & Clerical,2025-02,,WTE,-1.51,"(£3,806.19)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.51,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Admin & Clerical,2025-03,,WTE,-0.18,(£546.34),,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Bank,-0.18,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Admin & Clerical,2025-03,,WTE,-1.5,"(£3,861.36)",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.5,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Ancillary,2024-12,,WTE,0,(£810.31),,,General Surgery,,Planned Pathways,"HCA, Other Support & Ancillary Staff",Bank,0,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Nursing,2024-04,,WTE,0,"(£1,029.81)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Agency,0,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Nursing,2024-04,,WTE,-9.95,"(£45,776.45)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-9.95,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Nursing,2024-04,,WTE,-35.7,"(£132,064.82)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-35.7,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Nursing,2024-05,,WTE,-0.14,"(£1,671.44)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Agency,-0.14,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Nursing,2024-05,,WTE,-7.62,"(£39,149.61)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-7.62,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Nursing,2024-05,,WTE,-37.71,"(£136,549.80)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-37.71,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Nursing,2024-06,,WTE,-0.07,(£205.53),,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Agency,-0.07,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Nursing,2024-06,,WTE,-5.72,"(£26,163.21)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-5.72,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Nursing,2024-06,,WTE,-38.44,"(£143,926.60)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-38.44,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Nursing,2024-07,,WTE,-4.19,"(£20,875.51)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-4.19,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Nursing,2024-07,,WTE,-38.51,"(£145,184.32)",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-38.51,
