Provider Code,Provider Name,Region Name,Region Code,ICB Code,ICB Name,Acute Status,Activity Month,Moved or Discharged
RJZ,King's College Hospital NHS Foundation Trust,London,Y56,QKK,NHS South East London Integrated Care Board,Acute,01/06/2023,1736
RK5,Sherwood Forest Hospitals NHS Foundation Trust,Midlands,Y60,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Acute,01/06/2023,2558
RK9,University Hospitals Plymouth NHS Trust,South West,Y58,QJK,NHS Devon Integrated Care Board,Acute,01/06/2023,2409
RKB,University Hospitals Coventry And Warwickshire NHS Trust,Midlands,Y60,QWU,NHS Coventry and Warwickshire Integrated Care Board,Acute,01/06/2023,3082
RKE,Whittington Health NHS Trust,London,Y56,QMJ,NHS North Central London Integrated Care Board,Acute,01/06/2023,57
RL1,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,Midlands,Y60,QOC,NHS Shropshire Telford and Wrekin Integrated Care Board,Acute,01/06/2023,866
RL4,The Royal Wolverhampton NHS Trust,Midlands,Y60,QUA,NHS Black Country Integrated Care Board,Acute,01/06/2023,1133
RLQ,Wye Valley NHS Trust,Midlands,Y60,QGH,NHS Herefordshire and Worcestershire Integrated Care Board,Acute,01/06/2023,818
RLT,George Eliot Hospital NHS Trust,Midlands,Y60,QWU,NHS Coventry and Warwickshire Integrated Care Board,Acute,01/06/2023,203
RM1,Norfolk And Norwich University Hospitals NHS Foundation Trust,East of England,Y61,QMM,NHS Norfolk and Waveney Integrated Care Board,Acute,01/06/2023,3323
RM3,Northern Care Alliance NHS Foundation Trust,North West,Y62,QOP,NHS Greater Manchester Integrated Care Board,Acute,01/06/2023,797
RMC,Bolton NHS Foundation Trust,North West,Y62,QOP,NHS Greater Manchester Integrated Care Board,Acute,01/06/2023,669
RMP,Tameside And Glossop Integrated Care NHS Foundation Trust,North West,Y62,QOP,NHS Greater Manchester Integrated Care Board,Acute,01/06/2023,463
RN3,Great Western Hospitals NHS Foundation Trust,South West,Y58,QOX,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,Acute,01/06/2023,1234
RN5,Hampshire Hospitals NHS Foundation Trust,South East,Y59,QRL,NHS Hampshire and Isle Of Wight Integrated Care Board,Acute,01/06/2023,4522
RN7,Dartford And Gravesham NHS Trust,South East,Y59,QKS,NHS Kent and Medway Integrated Care Board,Acute,01/06/2023,539
RNA,The Dudley Group NHS Foundation Trust,Midlands,Y60,QUA,NHS Black Country Integrated Care Board,Acute,01/06/2023,279
RNN,North Cumbria Integrated Care NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/06/2023,418
RNQ,Kettering General Hospital NHS Foundation Trust,Midlands,Y60,QPM,NHS Northamptonshire Integrated Care Board,Acute,01/06/2023,1469
RNS,Northampton General Hospital NHS Trust,Midlands,Y60,QPM,NHS Northamptonshire Integrated Care Board,Acute,01/06/2023,1642
RNZ,Salisbury NHS Foundation Trust,South West,Y58,QOX,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,Acute,01/06/2023,562
RP1,Northamptonshire Healthcare NHS Foundation Trust,Midlands,Y60,QPM,NHS Northamptonshire Integrated Care Board,Non-Acute,01/06/2023,13
RP5,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,North East and Yorkshire,Y63,QF7,NHS South Yorkshire Integrated Care Board,Acute,01/06/2023,1599
RP6,Moorfields Eye Hospital NHS Foundation Trust,London,Y56,QMJ,NHS North Central London Integrated Care Board,Acute,01/06/2023,76
RPA,Medway NHS Foundation Trust,South East,Y59,QKS,NHS Kent and Medway Integrated Care Board,Acute,01/06/2023,462
RPC,Queen Victoria Hospital NHS Foundation Trust,South East,Y59,QNX,NHS Sussex Integrated Care Board,Acute,01/06/2023,135
RPY,The Royal Marsden NHS Foundation Trust,London,Y56,QWE,NHS South West London Integrated Care Board,Acute,01/06/2023,120
RQ3,Birmingham Women's And Children's NHS Foundation Trust,Midlands,Y60,QHL,NHS Birmingham and Solihull Integrated Care Board,Acute,01/06/2023,104
RQM,Chelsea And Westminster Hospital NHS Foundation Trust,London,Y56,QRV,NHS North West London Integrated Care Board,Acute,01/06/2023,4667
RQW,The Princess Alexandra Hospital NHS Trust,East of England,Y61,QM7,NHS Hertfordshire and West Essex Integrated Care Board,Acute,01/06/2023,631
RQX,Homerton University Hospital NHS Foundation Trust,London,Y56,QMF,NHS North East London Integrated Care Board,Acute,01/06/2023,1983
RR7,Gateshead Health NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/06/2023,736
RR8,Leeds Teaching Hospitals NHS Trust,North East and Yorkshire,Y63,QWO,NHS West Yorkshire Integrated Care Board,Acute,01/06/2023,1766
RRE,Midlands Partnership NHS Foundation Trust,Midlands,Y60,QNC,NHS Staffordshire and Stoke on Trent Integrated Care Board,Non-Acute,01/06/2023,88
RRF,"Wrightington, Wigan And Leigh NHS Foundation Trust",North West,Y62,QOP,NHS Greater Manchester Integrated Care Board,Acute,01/06/2023,798
RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,Midlands,Y60,QHL,NHS Birmingham and Solihull Integrated Care Board,Acute,01/06/2023,468
RRK,University Hospitals Birmingham NHS Foundation Trust,Midlands,Y60,QHL,NHS Birmingham and Solihull Integrated Care Board,Acute,01/06/2023,3388
RRV,University College London Hospitals NHS Foundation Trust,London,Y56,QMJ,NHS North Central London Integrated Care Board,Acute,01/06/2023,2395
RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/06/2023,2590
RTE,Gloucestershire Hospitals NHS Foundation Trust,South West,Y58,QR1,NHS Gloucestershire Integrated Care Board,Acute,01/06/2023,6560
RTF,Northumbria Healthcare NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/06/2023,2044
RTG,University Hospitals of Derby And Burton NHS Foundation Trust,Midlands,Y60,QJ2,NHS Derby and Derbyshire Integrated Care Board,Acute,01/06/2023,4839
RTH,Oxford University Hospitals NHS Foundation Trust,South East,Y59,QU9,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,Acute,01/06/2023,1981
RTK,Ashford And St Peter's Hospitals NHS Foundation Trust,South East,Y59,QXU,NHS Surrey Heartlands Integrated Care Board,Acute,01/06/2023,2396
RTP,Surrey And Sussex Healthcare NHS Trust,South East,Y59,QXU,NHS Surrey Heartlands Integrated Care Board,Acute,01/06/2023,316
RTR,South Tees Hospitals NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/06/2023,780
RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,North West,Y62,QE1,NHS Lancashire and South Cumbria Integrated Care Board,Acute,01/06/2023,5042
RVJ,North Bristol NHS Trust,South West,Y58,QUY,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,Acute,01/06/2023,3056
RVR,Epsom And St Helier University Hospitals NHS Trust,London,Y56,QWE,NHS South West London Integrated Care Board,Acute,01/06/2023,1837
RVV,East Kent Hospitals University NHS Foundation Trust,South East,Y59,QKS,NHS Kent and Medway Integrated Care Board,Acute,01/06/2023,1115
RVW,North Tees And Hartlepool NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/06/2023,228
RW1,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,South East,Y59,QRL,NHS Hampshire and Isle Of Wight Integrated Care Board,Non-Acute,01/06/2023,2992
RWA,Hull University Teaching Hospitals NHS Trust,North East and Yorkshire,Y63,QOQ,NHS Humber and North Yorkshire Integrated Care Board,Acute,01/06/2023,1293
RWD,United Lincolnshire Hospitals NHS Trust,Midlands,Y60,QJM,NHS Lincolnshire Integrated Care Board,Acute,01/06/2023,770
RWE,University Hospitals of Leicester NHS Trust,Midlands,Y60,QK1,NHS Leicester Leicestershire and Rutland Integrated Care Board,Acute,01/06/2023,1692
RWF,Maidstone And Tunbridge Wells NHS Trust,South East,Y59,QKS,NHS Kent and Medway Integrated Care Board,Acute,01/06/2023,2332
RWG,West Hertfordshire Teaching Hospitals NHS Trust,East of England,Y61,QM7,NHS Hertfordshire and West Essex Integrated Care Board,Acute,01/06/2023,822
RWH,East And North Hertfordshire NHS Trust,East of England,Y61,QM7,NHS Hertfordshire and West Essex Integrated Care Board,Acute,01/06/2023,845
RWJ,Stockport NHS Foundation Trust,North West,Y62,QOP,NHS Greater Manchester Integrated Care Board,Acute,01/06/2023,967
RWP,Worcestershire Acute Hospitals NHS Trust,Midlands,Y60,QGH,NHS Herefordshire and Worcestershire Integrated Care Board,Acute,01/06/2023,1904
RWW,Warrington And Halton Teaching Hospitals NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/06/2023,841
RWY,Calderdale And Huddersfield NHS Foundation Trust,North East and Yorkshire,Y63,QWO,NHS West Yorkshire Integrated Care Board,Acute,01/06/2023,1949
RX1,Nottingham University Hospitals NHS Trust,Midlands,Y60,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Acute,01/06/2023,4332
RXC,East Sussex Healthcare NHS Trust,South East,Y59,QNX,NHS Sussex Integrated Care Board,Acute,01/06/2023,570
RXF,Mid Yorkshire Hospitals NHS Trust,North East and Yorkshire,Y63,QWO,NHS West Yorkshire Integrated Care Board,Acute,01/06/2023,1738
RXK,Sandwell And West Birmingham Hospitals NHS Trust,Midlands,Y60,QUA,NHS Black Country Integrated Care Board,Acute,01/06/2023,52
RXL,Blackpool Teaching Hospitals NHS Foundation Trust,North West,Y62,QE1,NHS Lancashire and South Cumbria Integrated Care Board,Acute,01/06/2023,245
RXN,Lancashire Teaching Hospitals NHS Foundation Trust,North West,Y62,QE1,NHS Lancashire and South Cumbria Integrated Care Board,Acute,01/06/2023,763
RXP,County Durham And Darlington NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/06/2023,757
RXQ,Buckinghamshire Healthcare NHS Trust,South East,Y59,QU9,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,Acute,01/06/2023,874
RXR,East Lancashire Hospitals NHS Trust,North West,Y62,QE1,NHS Lancashire and South Cumbria Integrated Care Board,Acute,01/06/2023,1007
RXW,The Shrewsbury And Telford Hospital NHS Trust,Midlands,Y60,QOC,NHS Shropshire Telford and Wrekin Integrated Care Board,Acute,01/06/2023,1559
RYJ,Imperial College Healthcare NHS Trust,London,Y56,QRV,NHS North West London Integrated Care Board,Acute,01/06/2023,438
RYR,University Hospitals Sussex NHS Foundation Trust,South East,Y59,QNX,NHS Sussex Integrated Care Board,Acute,01/06/2023,1016
NQT,HCRG CARE LTD,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Non-Acute,01/07/2023,182
R0A,Manchester University NHS Foundation Trust,North West,Y62,QOP,NHS Greater Manchester Integrated Care Board,Acute,01/07/2023,3388
R0B,South Tyneside And Sunderland NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/07/2023,1843
R0D,University Hospitals Dorset NHS Foundation Trust,South West,Y58,QVV,NHS Dorset Integrated Care Board,Acute,01/07/2023,1777
R1D,Shropshire Community Health NHS Trust,Midlands,Y60,QOC,NHS Shropshire Telford and Wrekin Integrated Care Board,Non-Acute,01/07/2023,204
R1F,Isle of Wight NHS Trust,South East,Y59,QRL,NHS Hampshire and Isle Of Wight Integrated Care Board,Acute,01/07/2023,1092
R1H,Barts Health NHS Trust,London,Y56,QMF,NHS North East London Integrated Care Board,Acute,01/07/2023,1469
R1K,London North West University Healthcare NHS Trust,London,Y56,QRV,NHS North West London Integrated Care Board,Acute,01/07/2023,530
RA2,Royal Surrey County Hospital NHS Foundation Trust,South East,Y59,QXU,NHS Surrey Heartlands Integrated Care Board,Acute,01/07/2023,1313
RA7,University Hospitals Bristol And Weston NHS Foundation Trust,South West,Y58,QUY,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,Acute,01/07/2023,4222
RA9,Torbay And South Devon NHS Foundation Trust,South West,Y58,QJK,NHS Devon Integrated Care Board,Acute,01/07/2023,2348
RAE,Bradford Teaching Hospitals NHS Foundation Trust,North East and Yorkshire,Y63,QWO,NHS West Yorkshire Integrated Care Board,Acute,01/07/2023,669
RAJ,Mid And South Essex NHS Foundation Trust,East of England,Y61,QH8,NHS Mid and South Essex Integrated Care Board,Acute,01/07/2023,5133
RAL,Royal Free London NHS Foundation Trust,London,Y56,QMJ,NHS North Central London Integrated Care Board,Acute,01/07/2023,907
RAN,Royal National Orthopaedic Hospital NHS Trust,London,Y56,QMJ,NHS North Central London Integrated Care Board,Acute,01/07/2023,290
RAS,The Hillingdon Hospitals NHS Foundation Trust,London,Y56,QRV,NHS North West London Integrated Care Board,Acute,01/07/2023,716
RAX,Kingston and Richmond NHS Foundation Trust,London,Y56,QWE,NHS South West London Integrated Care Board,Acute,01/07/2023,1380
RBD,Dorset County Hospital NHS Foundation Trust,South West,Y58,QVV,NHS Dorset Integrated Care Board,Acute,01/07/2023,654
RBK,Walsall Healthcare NHS Trust,Midlands,Y60,QUA,NHS Black Country Integrated Care Board,Acute,01/07/2023,361
RBL,Wirral University Teaching Hospital NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/07/2023,733
RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/07/2023,1882
RBQ,Liverpool Heart And Chest Hospital NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/07/2023,68
RBS,Alder Hey Children's NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/07/2023,769
RBT,Mid Cheshire Hospitals NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/07/2023,283
RC9,Bedfordshire Hospitals NHS Foundation Trust,East of England,Y61,QHG,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,Acute,01/07/2023,837
RCB,York And Scarborough Teaching Hospitals NHS Foundation Trust,North East and Yorkshire,Y63,QOQ,NHS Humber and North Yorkshire Integrated Care Board,Acute,01/07/2023,2011
RCD,Harrogate And District NHS Foundation Trust,North East and Yorkshire,Y63,QOQ,NHS Humber and North Yorkshire Integrated Care Board,Acute,01/07/2023,985
RCF,Airedale NHS Foundation Trust,North East and Yorkshire,Y63,QWO,NHS West Yorkshire Integrated Care Board,Acute,01/07/2023,219
RCU,Sheffield Children's NHS Foundation Trust,North East and Yorkshire,Y63,QF7,NHS South Yorkshire Integrated Care Board,Acute,01/07/2023,1121
RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",East of England,Y61,QMM,NHS Norfolk and Waveney Integrated Care Board,Acute,01/07/2023,332
RD1,Royal United Hospitals Bath NHS Foundation Trust,South West,Y58,QOX,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,Acute,01/07/2023,1155
RD8,Milton Keynes University Hospital NHS Foundation Trust,East of England,Y61,QHG,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,Acute,01/07/2023,607
RDE,East Suffolk And North Essex NHS Foundation Trust,East of England,Y61,QJG,NHS Suffolk and North East Essex Integrated Care Board,Acute,01/07/2023,2546
RDU,Frimley Health NHS Foundation Trust,South East,Y59,QNQ,NHS Frimley Integrated Care Board,Acute,01/07/2023,3812
RDY,Dorset Healthcare University NHS Foundation Trust,South West,Y58,QVV,NHS Dorset Integrated Care Board,Non-Acute,01/07/2023,1449
REF,Royal Cornwall Hospitals NHS Trust,South West,Y58,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Acute,01/07/2023,5455
REM,Liverpool University Hospitals NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/07/2023,3453
REN,The Clatterbridge Cancer Centre NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/07/2023,76
REP,Liverpool Women's NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/07/2023,84
RET,The Walton Centre NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/07/2023,785
RF4,"Barking, Havering And Redbridge University Hospitals NHS Trust",London,Y56,QMF,NHS North East London Integrated Care Board,Acute,01/07/2023,1171
RFF,Barnsley Hospital NHS Foundation Trust,North East and Yorkshire,Y63,QF7,NHS South Yorkshire Integrated Care Board,Acute,01/07/2023,636
RFR,The Rotherham NHS Foundation Trust,North East and Yorkshire,Y63,QF7,NHS South Yorkshire Integrated Care Board,Acute,01/07/2023,429
RFS,Chesterfield Royal Hospital NHS Foundation Trust,Midlands,Y60,QJ2,NHS Derby and Derbyshire Integrated Care Board,Acute,01/07/2023,847
RGM,Royal Papworth Hospital NHS Foundation Trust,East of England,Y61,QUE,NHS Cambridgeshire and Peterborough Integrated Care Board,Acute,01/07/2023,361
RGN,North West Anglia NHS Foundation Trust,East of England,Y61,QUE,NHS Cambridgeshire and Peterborough Integrated Care Board,Acute,01/07/2023,2256
RGP,James Paget University Hospitals NHS Foundation Trust,East of England,Y61,QMM,NHS Norfolk and Waveney Integrated Care Board,Acute,01/07/2023,608
RGR,West Suffolk NHS Foundation Trust,East of England,Y61,QJG,NHS Suffolk and North East Essex Integrated Care Board,Acute,01/07/2023,1335
RGT,Cambridge University Hospitals NHS Foundation Trust,East of England,Y61,QUE,NHS Cambridgeshire and Peterborough Integrated Care Board,Acute,01/07/2023,2470
RH5,Somerset NHS Foundation Trust,South West,Y58,QSL,NHS Somerset Integrated Care Board,Acute,01/07/2023,3867
RH8,Royal Devon University Healthcare NHS Foundation Trust,South West,Y58,QJK,NHS Devon Integrated Care Board,Acute,01/07/2023,2948
RHA,Nottinghamshire Healthcare NHS Foundation Trust,Midlands,Y60,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Non-Acute,01/07/2023,529
