Provider Code,Provider Name,Region Name,Region Code,ICB Code,ICB Name,Acute Status,Activity Month,Moved or Discharged
RA9,Torbay And South Devon NHS Foundation Trust,South West,Y58,QJK,NHS Devon Integrated Care Board,Acute,01/05/2023,2277
RAE,Bradford Teaching Hospitals NHS Foundation Trust,North East and Yorkshire,Y63,QWO,NHS West Yorkshire Integrated Care Board,Acute,01/05/2023,692
RAJ,Mid And South Essex NHS Foundation Trust,East of England,Y61,QH8,NHS Mid and South Essex Integrated Care Board,Acute,01/05/2023,5083
RAL,Royal Free London NHS Foundation Trust,London,Y56,QMJ,NHS North Central London Integrated Care Board,Acute,01/05/2023,1287
RAN,Royal National Orthopaedic Hospital NHS Trust,London,Y56,QMJ,NHS North Central London Integrated Care Board,Acute,01/05/2023,319
RAS,The Hillingdon Hospitals NHS Foundation Trust,London,Y56,QRV,NHS North West London Integrated Care Board,Acute,01/05/2023,599
RAX,Kingston and Richmond NHS Foundation Trust,London,Y56,QWE,NHS South West London Integrated Care Board,Acute,01/05/2023,1462
RBD,Dorset County Hospital NHS Foundation Trust,South West,Y58,QVV,NHS Dorset Integrated Care Board,Acute,01/05/2023,682
RBK,Walsall Healthcare NHS Trust,Midlands,Y60,QUA,NHS Black Country Integrated Care Board,Acute,01/05/2023,360
RBL,Wirral University Teaching Hospital NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/05/2023,480
RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/05/2023,2212
RBQ,Liverpool Heart And Chest Hospital NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/05/2023,57
RBS,Alder Hey Children's NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/05/2023,708
RBT,Mid Cheshire Hospitals NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/05/2023,355
RC9,Bedfordshire Hospitals NHS Foundation Trust,East of England,Y61,QHG,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,Acute,01/05/2023,1056
RCB,York And Scarborough Teaching Hospitals NHS Foundation Trust,North East and Yorkshire,Y63,QOQ,NHS Humber and North Yorkshire Integrated Care Board,Acute,01/05/2023,1909
RCD,Harrogate And District NHS Foundation Trust,North East and Yorkshire,Y63,QOQ,NHS Humber and North Yorkshire Integrated Care Board,Acute,01/05/2023,1002
RCF,Airedale NHS Foundation Trust,North East and Yorkshire,Y63,QWO,NHS West Yorkshire Integrated Care Board,Acute,01/05/2023,190
RCU,Sheffield Children's NHS Foundation Trust,North East and Yorkshire,Y63,QF7,NHS South Yorkshire Integrated Care Board,Acute,01/05/2023,1164
RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",East of England,Y61,QMM,NHS Norfolk and Waveney Integrated Care Board,Acute,01/05/2023,284
RD1,Royal United Hospitals Bath NHS Foundation Trust,South West,Y58,QOX,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,Acute,01/05/2023,1137
RD8,Milton Keynes University Hospital NHS Foundation Trust,East of England,Y61,QHG,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,Acute,01/05/2023,632
RDE,East Suffolk And North Essex NHS Foundation Trust,East of England,Y61,QJG,NHS Suffolk and North East Essex Integrated Care Board,Acute,01/05/2023,2450
RDY,Dorset Healthcare University NHS Foundation Trust,South West,Y58,QVV,NHS Dorset Integrated Care Board,Non-Acute,01/05/2023,1260
REF,Royal Cornwall Hospitals NHS Trust,South West,Y58,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Acute,01/05/2023,5195
REM,Liverpool University Hospitals NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/05/2023,3027
REN,The Clatterbridge Cancer Centre NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/05/2023,75
REP,Liverpool Women's NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/05/2023,253
RET,The Walton Centre NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/05/2023,801
RF4,"Barking, Havering And Redbridge University Hospitals NHS Trust",London,Y56,QMF,NHS North East London Integrated Care Board,Acute,01/05/2023,1007
RFF,Barnsley Hospital NHS Foundation Trust,North East and Yorkshire,Y63,QF7,NHS South Yorkshire Integrated Care Board,Acute,01/05/2023,592
RFR,The Rotherham NHS Foundation Trust,North East and Yorkshire,Y63,QF7,NHS South Yorkshire Integrated Care Board,Acute,01/05/2023,529
RFS,Chesterfield Royal Hospital NHS Foundation Trust,Midlands,Y60,QJ2,NHS Derby and Derbyshire Integrated Care Board,Acute,01/05/2023,766
RGM,Royal Papworth Hospital NHS Foundation Trust,East of England,Y61,QUE,NHS Cambridgeshire and Peterborough Integrated Care Board,Acute,01/05/2023,381
RGN,North West Anglia NHS Foundation Trust,East of England,Y61,QUE,NHS Cambridgeshire and Peterborough Integrated Care Board,Acute,01/05/2023,2169
RGP,James Paget University Hospitals NHS Foundation Trust,East of England,Y61,QMM,NHS Norfolk and Waveney Integrated Care Board,Acute,01/05/2023,613
RGR,West Suffolk NHS Foundation Trust,East of England,Y61,QJG,NHS Suffolk and North East Essex Integrated Care Board,Acute,01/05/2023,1156
RGT,Cambridge University Hospitals NHS Foundation Trust,East of England,Y61,QUE,NHS Cambridgeshire and Peterborough Integrated Care Board,Acute,01/05/2023,2494
RH5,Somerset NHS Foundation Trust,South West,Y58,QSL,NHS Somerset Integrated Care Board,Acute,01/05/2023,4280
RH8,Royal Devon University Healthcare NHS Foundation Trust,South West,Y58,QJK,NHS Devon Integrated Care Board,Acute,01/05/2023,2929
RHA,Nottinghamshire Healthcare NHS Foundation Trust,Midlands,Y60,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Non-Acute,01/05/2023,377
RHM,University Hospital Southampton NHS Foundation Trust,South East,Y59,QRL,NHS Hampshire and Isle Of Wight Integrated Care Board,Acute,01/05/2023,3254
RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,North East and Yorkshire,Y63,QF7,NHS South Yorkshire Integrated Care Board,Acute,01/05/2023,2398
RHU,Portsmouth Hospitals University National Health Service Trust,South East,Y59,QRL,NHS Hampshire and Isle Of Wight Integrated Care Board,Acute,01/05/2023,1660
RHW,Royal Berkshire NHS Foundation Trust,South East,Y59,QU9,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,Acute,01/05/2023,565
RJ1,Guy's And St Thomas' NHS Foundation Trust,London,Y56,QKK,NHS South East London Integrated Care Board,Acute,01/05/2023,4351
RJ2,Lewisham And Greenwich NHS Trust,London,Y56,QKK,NHS South East London Integrated Care Board,Acute,01/05/2023,622
RJ6,Croydon Health Services NHS Trust,London,Y56,QWE,NHS South West London Integrated Care Board,Acute,01/05/2023,406
RJ7,St George's University Hospitals NHS Foundation Trust,London,Y56,QWE,NHS South West London Integrated Care Board,Acute,01/05/2023,34
RJC,South Warwickshire NHS Foundation Trust,Midlands,Y60,QWU,NHS Coventry and Warwickshire Integrated Care Board,Acute,01/05/2023,1308
RJE,University Hospitals of North Midlands NHS Trust,Midlands,Y60,QNC,NHS Staffordshire and Stoke on Trent Integrated Care Board,Acute,01/05/2023,3968
RJL,Northern Lincolnshire And Goole NHS Foundation Trust,North East and Yorkshire,Y63,QOQ,NHS Humber and North Yorkshire Integrated Care Board,Acute,01/05/2023,864
RJN,East Cheshire NHS Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/05/2023,200
RJR,Countess of Chester Hospital NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/05/2023,686
RJZ,King's College Hospital NHS Foundation Trust,London,Y56,QKK,NHS South East London Integrated Care Board,Acute,01/05/2023,1666
RK5,Sherwood Forest Hospitals NHS Foundation Trust,Midlands,Y60,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Acute,01/05/2023,2247
RK9,University Hospitals Plymouth NHS Trust,South West,Y58,QJK,NHS Devon Integrated Care Board,Acute,01/05/2023,2203
RKB,University Hospitals Coventry And Warwickshire NHS Trust,Midlands,Y60,QWU,NHS Coventry and Warwickshire Integrated Care Board,Acute,01/05/2023,2357
RKE,Whittington Health NHS Trust,London,Y56,QMJ,NHS North Central London Integrated Care Board,Acute,01/05/2023,61
RL1,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,Midlands,Y60,QOC,NHS Shropshire Telford and Wrekin Integrated Care Board,Acute,01/05/2023,948
RL4,The Royal Wolverhampton NHS Trust,Midlands,Y60,QUA,NHS Black Country Integrated Care Board,Acute,01/05/2023,931
RLQ,Wye Valley NHS Trust,Midlands,Y60,QGH,NHS Herefordshire and Worcestershire Integrated Care Board,Acute,01/05/2023,517
RLT,George Eliot Hospital NHS Trust,Midlands,Y60,QWU,NHS Coventry and Warwickshire Integrated Care Board,Acute,01/05/2023,225
RM1,Norfolk And Norwich University Hospitals NHS Foundation Trust,East of England,Y61,QMM,NHS Norfolk and Waveney Integrated Care Board,Acute,01/05/2023,2988
RM3,Northern Care Alliance NHS Foundation Trust,North West,Y62,QOP,NHS Greater Manchester Integrated Care Board,Acute,01/05/2023,615
RMC,Bolton NHS Foundation Trust,North West,Y62,QOP,NHS Greater Manchester Integrated Care Board,Acute,01/05/2023,733
RMP,Tameside And Glossop Integrated Care NHS Foundation Trust,North West,Y62,QOP,NHS Greater Manchester Integrated Care Board,Acute,01/05/2023,495
RN3,Great Western Hospitals NHS Foundation Trust,South West,Y58,QOX,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,Acute,01/05/2023,1233
RN5,Hampshire Hospitals NHS Foundation Trust,South East,Y59,QRL,NHS Hampshire and Isle Of Wight Integrated Care Board,Acute,01/05/2023,4261
RN7,Dartford And Gravesham NHS Trust,South East,Y59,QKS,NHS Kent and Medway Integrated Care Board,Acute,01/05/2023,551
RNA,The Dudley Group NHS Foundation Trust,Midlands,Y60,QUA,NHS Black Country Integrated Care Board,Acute,01/05/2023,224
RNN,North Cumbria Integrated Care NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/05/2023,350
RNQ,Kettering General Hospital NHS Foundation Trust,Midlands,Y60,QPM,NHS Northamptonshire Integrated Care Board,Acute,01/05/2023,1314
RNS,Northampton General Hospital NHS Trust,Midlands,Y60,QPM,NHS Northamptonshire Integrated Care Board,Acute,01/05/2023,1319
RNZ,Salisbury NHS Foundation Trust,South West,Y58,QOX,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,Acute,01/05/2023,553
RP1,Northamptonshire Healthcare NHS Foundation Trust,Midlands,Y60,QPM,NHS Northamptonshire Integrated Care Board,Non-Acute,01/05/2023,3
RP5,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,North East and Yorkshire,Y63,QF7,NHS South Yorkshire Integrated Care Board,Acute,01/05/2023,1380
RP6,Moorfields Eye Hospital NHS Foundation Trust,London,Y56,QMJ,NHS North Central London Integrated Care Board,Acute,01/05/2023,144
RPA,Medway NHS Foundation Trust,South East,Y59,QKS,NHS Kent and Medway Integrated Care Board,Acute,01/05/2023,255
RPC,Queen Victoria Hospital NHS Foundation Trust,South East,Y59,QNX,NHS Sussex Integrated Care Board,Acute,01/05/2023,152
RPY,The Royal Marsden NHS Foundation Trust,London,Y56,QWE,NHS South West London Integrated Care Board,Acute,01/05/2023,202
RQ3,Birmingham Women's And Children's NHS Foundation Trust,Midlands,Y60,QHL,NHS Birmingham and Solihull Integrated Care Board,Acute,01/05/2023,189
RQM,Chelsea And Westminster Hospital NHS Foundation Trust,London,Y56,QRV,NHS North West London Integrated Care Board,Acute,01/05/2023,4434
RQW,The Princess Alexandra Hospital NHS Trust,East of England,Y61,QM7,NHS Hertfordshire and West Essex Integrated Care Board,Acute,01/05/2023,520
RQX,Homerton University Hospital NHS Foundation Trust,London,Y56,QMF,NHS North East London Integrated Care Board,Acute,01/05/2023,1850
RR7,Gateshead Health NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/05/2023,736
RR8,Leeds Teaching Hospitals NHS Trust,North East and Yorkshire,Y63,QWO,NHS West Yorkshire Integrated Care Board,Acute,01/05/2023,1479
RRE,Midlands Partnership NHS Foundation Trust,Midlands,Y60,QNC,NHS Staffordshire and Stoke on Trent Integrated Care Board,Non-Acute,01/05/2023,75
RRF,"Wrightington, Wigan And Leigh NHS Foundation Trust",North West,Y62,QOP,NHS Greater Manchester Integrated Care Board,Acute,01/05/2023,722
RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,Midlands,Y60,QHL,NHS Birmingham and Solihull Integrated Care Board,Acute,01/05/2023,430
RRK,University Hospitals Birmingham NHS Foundation Trust,Midlands,Y60,QHL,NHS Birmingham and Solihull Integrated Care Board,Acute,01/05/2023,3377
RRV,University College London Hospitals NHS Foundation Trust,London,Y56,QMJ,NHS North Central London Integrated Care Board,Acute,01/05/2023,2183
RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/05/2023,2243
RTE,Gloucestershire Hospitals NHS Foundation Trust,South West,Y58,QR1,NHS Gloucestershire Integrated Care Board,Acute,01/05/2023,6742
RTF,Northumbria Healthcare NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/05/2023,1764
RTG,University Hospitals of Derby And Burton NHS Foundation Trust,Midlands,Y60,QJ2,NHS Derby and Derbyshire Integrated Care Board,Acute,01/05/2023,4775
RTH,Oxford University Hospitals NHS Foundation Trust,South East,Y59,QU9,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,Acute,01/05/2023,1325
RTK,Ashford And St Peter's Hospitals NHS Foundation Trust,South East,Y59,QXU,NHS Surrey Heartlands Integrated Care Board,Acute,01/05/2023,1987
RTP,Surrey And Sussex Healthcare NHS Trust,South East,Y59,QXU,NHS Surrey Heartlands Integrated Care Board,Acute,01/05/2023,352
RTR,South Tees Hospitals NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/05/2023,658
RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,North West,Y62,QE1,NHS Lancashire and South Cumbria Integrated Care Board,Acute,01/05/2023,5054
RVJ,North Bristol NHS Trust,South West,Y58,QUY,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,Acute,01/05/2023,2655
RVR,Epsom And St Helier University Hospitals NHS Trust,London,Y56,QWE,NHS South West London Integrated Care Board,Acute,01/05/2023,1852
RVV,East Kent Hospitals University NHS Foundation Trust,South East,Y59,QKS,NHS Kent and Medway Integrated Care Board,Acute,01/05/2023,1078
RVW,North Tees And Hartlepool NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/05/2023,204
RW1,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,South East,Y59,QRL,NHS Hampshire and Isle Of Wight Integrated Care Board,Non-Acute,01/05/2023,3191
RWA,Hull University Teaching Hospitals NHS Trust,North East and Yorkshire,Y63,QOQ,NHS Humber and North Yorkshire Integrated Care Board,Acute,01/05/2023,858
RWD,United Lincolnshire Hospitals NHS Trust,Midlands,Y60,QJM,NHS Lincolnshire Integrated Care Board,Acute,01/05/2023,580
RWE,University Hospitals of Leicester NHS Trust,Midlands,Y60,QK1,NHS Leicester Leicestershire and Rutland Integrated Care Board,Acute,01/05/2023,1664
RWF,Maidstone And Tunbridge Wells NHS Trust,South East,Y59,QKS,NHS Kent and Medway Integrated Care Board,Acute,01/05/2023,1769
RWG,West Hertfordshire Teaching Hospitals NHS Trust,East of England,Y61,QM7,NHS Hertfordshire and West Essex Integrated Care Board,Acute,01/05/2023,836
RWH,East And North Hertfordshire NHS Trust,East of England,Y61,QM7,NHS Hertfordshire and West Essex Integrated Care Board,Acute,01/05/2023,807
RWJ,Stockport NHS Foundation Trust,North West,Y62,QOP,NHS Greater Manchester Integrated Care Board,Acute,01/05/2023,971
RWP,Worcestershire Acute Hospitals NHS Trust,Midlands,Y60,QGH,NHS Herefordshire and Worcestershire Integrated Care Board,Acute,01/05/2023,1680
RWW,Warrington And Halton Teaching Hospitals NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/05/2023,865
RWY,Calderdale And Huddersfield NHS Foundation Trust,North East and Yorkshire,Y63,QWO,NHS West Yorkshire Integrated Care Board,Acute,01/05/2023,2023
RX1,Nottingham University Hospitals NHS Trust,Midlands,Y60,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Acute,01/05/2023,4343
RXC,East Sussex Healthcare NHS Trust,South East,Y59,QNX,NHS Sussex Integrated Care Board,Acute,01/05/2023,530
RXF,Mid Yorkshire Hospitals NHS Trust,North East and Yorkshire,Y63,QWO,NHS West Yorkshire Integrated Care Board,Acute,01/05/2023,1581
RXK,Sandwell And West Birmingham Hospitals NHS Trust,Midlands,Y60,QUA,NHS Black Country Integrated Care Board,Acute,01/05/2023,44
RXL,Blackpool Teaching Hospitals NHS Foundation Trust,North West,Y62,QE1,NHS Lancashire and South Cumbria Integrated Care Board,Acute,01/05/2023,277
RXN,Lancashire Teaching Hospitals NHS Foundation Trust,North West,Y62,QE1,NHS Lancashire and South Cumbria Integrated Care Board,Acute,01/05/2023,689
RXP,County Durham And Darlington NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/05/2023,734
RXQ,Buckinghamshire Healthcare NHS Trust,South East,Y59,QU9,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,Acute,01/05/2023,717
RXR,East Lancashire Hospitals NHS Trust,North West,Y62,QE1,NHS Lancashire and South Cumbria Integrated Care Board,Acute,01/05/2023,1753
RXW,The Shrewsbury And Telford Hospital NHS Trust,Midlands,Y60,QOC,NHS Shropshire Telford and Wrekin Integrated Care Board,Acute,01/05/2023,1966
RYJ,Imperial College Healthcare NHS Trust,London,Y56,QRV,NHS North West London Integrated Care Board,Acute,01/05/2023,255
RYR,University Hospitals Sussex NHS Foundation Trust,South East,Y59,QNX,NHS Sussex Integrated Care Board,Acute,01/05/2023,1021
NQT,HCRG CARE LTD,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Non-Acute,01/06/2023,170
R0A,Manchester University NHS Foundation Trust,North West,Y62,QOP,NHS Greater Manchester Integrated Care Board,Acute,01/06/2023,3352
R0B,South Tyneside And Sunderland NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/06/2023,2487
R0D,University Hospitals Dorset NHS Foundation Trust,South West,Y58,QVV,NHS Dorset Integrated Care Board,Acute,01/06/2023,1958
R1D,Shropshire Community Health NHS Trust,Midlands,Y60,QOC,NHS Shropshire Telford and Wrekin Integrated Care Board,Non-Acute,01/06/2023,226
R1F,Isle of Wight NHS Trust,South East,Y59,QRL,NHS Hampshire and Isle Of Wight Integrated Care Board,Acute,01/06/2023,1239
R1H,Barts Health NHS Trust,London,Y56,QMF,NHS North East London Integrated Care Board,Acute,01/06/2023,1489
R1K,London North West University Healthcare NHS Trust,London,Y56,QRV,NHS North West London Integrated Care Board,Acute,01/06/2023,648
RA2,Royal Surrey County Hospital NHS Foundation Trust,South East,Y59,QXU,NHS Surrey Heartlands Integrated Care Board,Acute,01/06/2023,1374
RA7,University Hospitals Bristol And Weston NHS Foundation Trust,South West,Y58,QUY,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,Acute,01/06/2023,4553
RA9,Torbay And South Devon NHS Foundation Trust,South West,Y58,QJK,NHS Devon Integrated Care Board,Acute,01/06/2023,2490
RAE,Bradford Teaching Hospitals NHS Foundation Trust,North East and Yorkshire,Y63,QWO,NHS West Yorkshire Integrated Care Board,Acute,01/06/2023,762
RAJ,Mid And South Essex NHS Foundation Trust,East of England,Y61,QH8,NHS Mid and South Essex Integrated Care Board,Acute,01/06/2023,5389
RAL,Royal Free London NHS Foundation Trust,London,Y56,QMJ,NHS North Central London Integrated Care Board,Acute,01/06/2023,924
RAN,Royal National Orthopaedic Hospital NHS Trust,London,Y56,QMJ,NHS North Central London Integrated Care Board,Acute,01/06/2023,285
RAS,The Hillingdon Hospitals NHS Foundation Trust,London,Y56,QRV,NHS North West London Integrated Care Board,Acute,01/06/2023,628
RAX,Kingston and Richmond NHS Foundation Trust,London,Y56,QWE,NHS South West London Integrated Care Board,Acute,01/06/2023,1318
RBD,Dorset County Hospital NHS Foundation Trust,South West,Y58,QVV,NHS Dorset Integrated Care Board,Acute,01/06/2023,836
RBK,Walsall Healthcare NHS Trust,Midlands,Y60,QUA,NHS Black Country Integrated Care Board,Acute,01/06/2023,424
RBL,Wirral University Teaching Hospital NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/06/2023,773
RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/06/2023,2104
RBQ,Liverpool Heart And Chest Hospital NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/06/2023,47
RBS,Alder Hey Children's NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/06/2023,831
RBT,Mid Cheshire Hospitals NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/06/2023,289
RC9,Bedfordshire Hospitals NHS Foundation Trust,East of England,Y61,QHG,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,Acute,01/06/2023,1051
RCB,York And Scarborough Teaching Hospitals NHS Foundation Trust,North East and Yorkshire,Y63,QOQ,NHS Humber and North Yorkshire Integrated Care Board,Acute,01/06/2023,2144
RCD,Harrogate And District NHS Foundation Trust,North East and Yorkshire,Y63,QOQ,NHS Humber and North Yorkshire Integrated Care Board,Acute,01/06/2023,1066
RCF,Airedale NHS Foundation Trust,North East and Yorkshire,Y63,QWO,NHS West Yorkshire Integrated Care Board,Acute,01/06/2023,257
RCU,Sheffield Children's NHS Foundation Trust,North East and Yorkshire,Y63,QF7,NHS South Yorkshire Integrated Care Board,Acute,01/06/2023,1164
RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",East of England,Y61,QMM,NHS Norfolk and Waveney Integrated Care Board,Acute,01/06/2023,334
RD1,Royal United Hospitals Bath NHS Foundation Trust,South West,Y58,QOX,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,Acute,01/06/2023,1251
RD8,Milton Keynes University Hospital NHS Foundation Trust,East of England,Y61,QHG,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,Acute,01/06/2023,590
RDE,East Suffolk And North Essex NHS Foundation Trust,East of England,Y61,QJG,NHS Suffolk and North East Essex Integrated Care Board,Acute,01/06/2023,2634
RDY,Dorset Healthcare University NHS Foundation Trust,South West,Y58,QVV,NHS Dorset Integrated Care Board,Non-Acute,01/06/2023,1246
REF,Royal Cornwall Hospitals NHS Trust,South West,Y58,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Acute,01/06/2023,5768
REM,Liverpool University Hospitals NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/06/2023,3352
REN,The Clatterbridge Cancer Centre NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/06/2023,68
REP,Liverpool Women's NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/06/2023,290
RET,The Walton Centre NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/06/2023,867
RF4,"Barking, Havering And Redbridge University Hospitals NHS Trust",London,Y56,QMF,NHS North East London Integrated Care Board,Acute,01/06/2023,1316
RFF,Barnsley Hospital NHS Foundation Trust,North East and Yorkshire,Y63,QF7,NHS South Yorkshire Integrated Care Board,Acute,01/06/2023,664
RFR,The Rotherham NHS Foundation Trust,North East and Yorkshire,Y63,QF7,NHS South Yorkshire Integrated Care Board,Acute,01/06/2023,309
RFS,Chesterfield Royal Hospital NHS Foundation Trust,Midlands,Y60,QJ2,NHS Derby and Derbyshire Integrated Care Board,Acute,01/06/2023,753
RGM,Royal Papworth Hospital NHS Foundation Trust,East of England,Y61,QUE,NHS Cambridgeshire and Peterborough Integrated Care Board,Acute,01/06/2023,390
RGN,North West Anglia NHS Foundation Trust,East of England,Y61,QUE,NHS Cambridgeshire and Peterborough Integrated Care Board,Acute,01/06/2023,2359
RGP,James Paget University Hospitals NHS Foundation Trust,East of England,Y61,QMM,NHS Norfolk and Waveney Integrated Care Board,Acute,01/06/2023,627
RGR,West Suffolk NHS Foundation Trust,East of England,Y61,QJG,NHS Suffolk and North East Essex Integrated Care Board,Acute,01/06/2023,1292
RGT,Cambridge University Hospitals NHS Foundation Trust,East of England,Y61,QUE,NHS Cambridgeshire and Peterborough Integrated Care Board,Acute,01/06/2023,2595
RH5,Somerset NHS Foundation Trust,South West,Y58,QSL,NHS Somerset Integrated Care Board,Acute,01/06/2023,4264
RH8,Royal Devon University Healthcare NHS Foundation Trust,South West,Y58,QJK,NHS Devon Integrated Care Board,Acute,01/06/2023,2929
RHA,Nottinghamshire Healthcare NHS Foundation Trust,Midlands,Y60,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Non-Acute,01/06/2023,463
RHM,University Hospital Southampton NHS Foundation Trust,South East,Y59,QRL,NHS Hampshire and Isle Of Wight Integrated Care Board,Acute,01/06/2023,3448
RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,North East and Yorkshire,Y63,QF7,NHS South Yorkshire Integrated Care Board,Acute,01/06/2023,2496
RHU,Portsmouth Hospitals University National Health Service Trust,South East,Y59,QRL,NHS Hampshire and Isle Of Wight Integrated Care Board,Acute,01/06/2023,2062
RHW,Royal Berkshire NHS Foundation Trust,South East,Y59,QU9,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,Acute,01/06/2023,768
RJ1,Guy's And St Thomas' NHS Foundation Trust,London,Y56,QKK,NHS South East London Integrated Care Board,Acute,01/06/2023,4798
RJ2,Lewisham And Greenwich NHS Trust,London,Y56,QKK,NHS South East London Integrated Care Board,Acute,01/06/2023,686
RJ6,Croydon Health Services NHS Trust,London,Y56,QWE,NHS South West London Integrated Care Board,Acute,01/06/2023,439
RJ7,St George's University Hospitals NHS Foundation Trust,London,Y56,QWE,NHS South West London Integrated Care Board,Acute,01/06/2023,21
RJC,South Warwickshire NHS Foundation Trust,Midlands,Y60,QWU,NHS Coventry and Warwickshire Integrated Care Board,Acute,01/06/2023,1369
RJE,University Hospitals of North Midlands NHS Trust,Midlands,Y60,QNC,NHS Staffordshire and Stoke on Trent Integrated Care Board,Acute,01/06/2023,3747
RJL,Northern Lincolnshire And Goole NHS Foundation Trust,North East and Yorkshire,Y63,QOQ,NHS Humber and North Yorkshire Integrated Care Board,Acute,01/06/2023,887
RJN,East Cheshire NHS Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/06/2023,195
RJR,Countess of Chester Hospital NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/06/2023,791
